,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
390,hudson bay,1,US,1586662886,39,40.72,-74.07,51.01,3.36
391,chernyshevskiy,9,RU,1586663106,80,63.01,112.47,32.16,8.79
392,kahului,40,US,1586663106,61,20.89,-156.47,80.6,12.75
393,moron,25,AR,1586663107,100,-34.65,-58.62,64.99,4.7
394,joshimath,13,IN,1586663107,12,30.57,79.57,64.35,2.33
395,bonfim,88,BR,1586663107,61,3.08,-59.95,81.5,10.94
396,deming,40,US,1586663108,37,32.27,-107.76,53.6,18.34
397,kyaikto,75,MM,1586663108,45,17.3,97.02,89.42,6.24
398,fort-shevchenko,0,KZ,1586663108,67,44.51,50.26,47.28,18.07
399,adrar,0,MR,1586663109,21,20.5,-10.07,76.03,10.11
400,pangnirtung,100,CA,1586663109,88,66.15,-65.71,25.32,8.16
401,lar gerd,0,IN,1586663109,15,26.2,83.97,90.0,1.72
402,venado tuerto,100,MX,1586663109,15,22.93,-101.08,75.94,18.25
403,brest,94,BY,1586663110,69,52.1,23.7,33.8,2.24
404,ust-nera,100,RU,1586663110,86,64.57,143.2,26.82,7.05
405,alekseyevsk,4,RU,1586663110,62,57.84,108.35,40.73,4.03
406,bjerkvik,100,NO,1586663110,54,68.56,17.52,30.2,17.22
407,lavrentiya,97,RU,1586663111,96,65.58,-171.0,32.4,9.89
408,laguna,1,US,1586663111,82,38.42,-121.42,62.01,8.05
409,vygonichi,0,RU,1586663111,79,53.1,34.07,26.6,8.95
410,dicabisagan,11,PH,1586663112,70,17.08,122.42,82.98,1.5
411,dunedin,100,NZ,1586663112,64,-45.87,170.5,64.0,3.0
412,pasni,61,PK,1586663112,69,25.26,63.47,77.63,3.96
413,impfondo,100,CG,1586663112,88,1.64,18.07,70.29,4.63
414,milos,0,GR,1586663113,71,36.75,24.43,55.4,8.05
415,kawalu,16,ID,1586663113,51,-7.38,108.21,87.19,3.2
416,phuthaditjhaba,0,ZA,1586663114,39,-28.52,28.82,53.28,4.85
417,zyryanka,22,RU,1586663114,97,65.75,150.85,30.45,15.26
418,ode,92,NG,1586663114,69,7.79,5.71,70.74,3.49
419,gayeri,68,BF,1586663114,24,12.65,0.49,82.56,5.46
420,kosjeric,1,RS,1586663115,65,44.0,19.91,41.0,1.12
421,sola,75,VU,1586663115,66,-13.88,167.55,89.6,11.88
422,khani,90,GE,1586663115,100,41.96,42.96,44.6,4.7
423,araouane,0,ML,1586663116,14,18.9,-3.53,80.01,1.86
424,jiuquan,100,CN,1586663116,16,39.74,98.52,54.77,4.94
425,vanimo,92,PG,1586663116,80,-2.67,141.3,83.73,5.99
426,poum,87,NC,1586663116,72,-20.23,164.02,79.79,10.92
427,ovalle,88,CL,1586663117,77,-30.6,-71.2,56.35,1.79
428,baracoa,0,CU,1586663117,81,20.35,-74.5,79.48,9.51
429,paamiut,100,GL,1586663117,89,61.99,-49.67,36.03,7.29
430,bartica,40,GY,1586663117,88,6.4,-58.62,77.0,6.93
431,opuwo,10,NA,1586663118,60,-18.06,13.84,66.52,4.9
432,vilhena,28,BR,1586663118,83,-12.74,-60.15,68.97,2.24
433,malibu,1,US,1586663118,87,34.01,-118.81,60.8,9.17
434,buraydah,0,SA,1586663119,51,26.33,43.98,60.8,13.87
435,yeppoon,90,AU,1586663119,27,-23.13,150.73,87.8,5.82
436,madisonville,1,US,1586663119,28,37.33,-87.5,59.0,3.36
437,shache,52,CN,1586663119,14,38.42,77.24,67.3,5.26
438,ostersund,100,SE,1586663066,80,63.18,14.64,35.6,12.75
439,mount gambier,68,GB,1586663120,100,53.66,-1.85,51.01,1.12
440,cam pha,47,AR,1586663120,66,-38.98,-67.82,55.4,10.29
441,kita,69,ML,1586663121,48,13.03,-9.49,81.14,3.83
442,benghazi,60,LY,1586663121,66,32.12,20.07,59.7,9.6
443,santa helena,5,PH,1586663121,51,17.49,120.43,89.96,12.68
444,saint-augustin,75,CA,1586663121,97,51.23,-58.65,27.97,6.42
445,varhaug,75,NO,1586663122,93,58.61,5.65,45.0,11.41
446,sao jose da coroa grande,0,IN,1586663088,14,20.51,76.21,90.25,6.24
447,kot samaba,20,IN,1586663122,44,28.33,77.17,89.01,6.93
448,cintalapa,84,MX,1586663122,57,16.7,-93.73,76.84,4.81
449,gouyave,24,GD,1586663123,78,12.16,-61.73,77.97,16.75
450,kirkwall,100,GB,1586663123,81,58.98,-2.96,44.6,17.22
451,ventspils,40,LV,1586663123,70,57.39,21.56,44.6,21.92
452,rockport,90,US,1586663123,88,28.02,-97.05,77.0,13.87
453,tianpeng,10,CN,1586663124,45,30.99,103.94,68.0,2.24
454,ust-shonosha,23,RU,1586663124,95,61.15,41.34,22.21,3.4
455,port lincoln,100,CD,1586663078,62,-7.03,29.76,72.21,7.34
456,orchard homes,40,CA,1586663124,74,43.4,-79.79,43.0,6.93
457,lakatoro,20,VU,1586663125,66,-16.1,167.42,84.2,8.05
458,elko,75,US,1586663125,32,41.0,-115.5,53.6,4.7
459,omsukchan,99,RU,1586663125,86,62.53,155.8,19.24,1.14
460,cerro largo,52,BR,1586663126,59,-27.07,-48.71,66.2,5.82
461,adre,97,TD,1586663126,15,13.47,22.2,73.0,16.46
462,san giorgio del sannio,63,ML,1586663087,32,13.3,-4.9,88.14,11.21
463,montepuez,89,MZ,1586663126,85,-13.13,39.0,64.47,5.66
464,kovdor,99,RU,1586663127,94,67.57,30.48,20.07,6.15
465,khandyga,100,RU,1586663127,93,62.67,135.6,33.35,6.26
466,camacha,75,PT,1586663127,82,33.08,-16.33,60.8,13.87
467,sao joao da barra,0,IN,1586663088,14,20.51,76.21,90.25,6.24
468,hamilton,1,US,1586663113,61,39.18,-84.53,53.6,6.26
469,barra do bugres,99,BR,1586663128,77,-11.09,-43.14,74.91,8.37
470,atar,0,MR,1586663128,22,20.52,-13.05,77.05,11.99
471,pauini,88,BR,1586663128,92,-7.71,-66.98,73.87,0.96
472,cap malheureux,0,FR,1586663129,81,49.27,-1.21,54.0,5.82
473,pacific grove,90,US,1586662896,50,38.48,-90.74,59.0,4.7
474,natal,20,BR,1586663129,94,-5.79,-35.21,77.0,3.36
475,novoagansk,100,RU,1586663130,97,61.94,76.66,37.13,8.7
476,eureka,90,US,1586663130,87,40.8,-124.16,52.0,8.05
477,nadadores,9,MX,1586663130,44,27.05,-101.6,84.0,3.0
478,olga,0,RU,1586663130,58,43.74,135.29,44.46,7.31
479,mackay,0,AU,1586663131,58,-21.15,149.2,88.0,11.41
480,timra,100,SE,1586663131,93,62.49,17.33,37.0,6.93
481,jorpeland,75,NO,1586663131,93,59.02,6.04,45.0,11.41
482,aykhal,20,RU,1586663131,54,66.0,111.5,30.2,8.95
483,redlands,75,US,1586662905,67,34.06,-117.18,69.8,6.93
484,banda aceh,0,IN,1586663132,14,25.48,80.33,91.22,1.3
485,meulaboh,56,ID,1586663132,72,4.14,96.13,84.94,1.88
486,bandarbeyla,48,SO,1586663132,74,9.49,50.81,80.92,3.94
487,hukuntsi,0,BW,1586663133,44,-24.0,21.75,65.26,9.04
488,kutum,100,SD,1586663133,18,14.2,24.67,63.66,7.4
489,khasan,0,RU,1586663025,51,42.43,130.64,46.98,1.21
490,isiro,100,CD,1586663133,80,2.77,27.62,68.38,1.99
491,itamaraca,20,BR,1586663134,74,-7.75,-34.83,84.2,4.7
492,casablanca,99,MA,1586663134,93,33.59,-7.62,64.0,4.7
493,kondoa,100,TZ,1586663134,65,-4.9,35.78,59.95,3.33
494,port shepstone,100,CD,1586663066,62,-7.03,29.76,72.21,7.34
495,muli,0,MV,1586663135,63,2.92,73.57,85.14,6.33
496,santa marta de tormes,5,PH,1586663135,51,17.49,120.43,89.96,12.68
497,grieskirchen,0,AT,1586663135,75,48.23,13.83,46.0,1.12
498,port-cartier,20,CA,1586663135,54,50.03,-66.87,32.0,5.82
499,vallenar,80,CL,1586663136,59,-28.57,-70.76,59.0,1.7
500,cabimas,96,VE,1586663136,69,10.39,-71.44,84.83,10.02
501,marsa matruh,0,MT,1586663136,87,35.88,14.5,55.4,6.93
502,samarai,81,PG,1586663136,59,-10.62,150.67,83.52,7.87
503,sur,1,OM,1586663137,58,22.57,59.53,79.95,14.14
504,mnogovershinnyy,28,RU,1586663137,78,53.94,139.92,33.01,9.26
505,burnie,73,AU,1586663138,67,-41.07,145.92,58.3,14.94
506,kieta,99,PG,1586663138,74,-6.22,155.63,84.07,4.45
507,goderich,83,CA,1586663113,72,43.75,-81.72,43.0,13.82
508,normandin,90,CA,1586663139,94,48.83,-72.53,33.01,8.05
509,bembereke,60,BJ,1586663139,35,10.23,2.66,80.17,5.86
510,ternate,18,ID,1586663140,69,0.8,127.4,85.28,7.14
511,omis,0,HR,1586663140,50,43.44,16.69,62.01,1.12
512,christchurch,94,NZ,1586663101,37,-43.53,172.63,71.01,16.11
513,ridgecrest,1,US,1586662908,48,35.62,-117.67,62.6,10.29
514,wasilla,1,US,1586663141,41,61.58,-149.44,41.0,0.4
515,yelizovo,40,RU,1586663141,55,53.19,158.38,39.2,8.95
516,develi,20,TR,1586663141,41,38.39,35.49,32.0,3.38
517,polson,75,US,1586662995,39,47.69,-114.16,28.99,12.75
518,jaru,100,BR,1586663045,90,-10.44,-62.47,74.44,0.63
519,bahia blanca,100,BR,1586663142,70,-12.0,-42.0,69.12,1.41
520,at-bashi,78,KG,1586663142,58,41.17,75.81,42.01,1.01
521,hinganghat,40,IN,1586663142,37,20.57,78.83,86.0,2.24
522,dharchula,0,IN,1586663143,12,29.85,80.53,73.85,2.33
523,marovoay,20,MG,1586663143,83,-16.1,46.63,73.4,4.7
524,san patricio,63,ML,1586663057,32,13.3,-4.9,88.14,11.21
525,salinopolis,100,BR,1586663143,82,-0.61,-47.36,81.48,8.08
526,lindas,75,NO,1586663144,93,60.74,5.16,45.0,27.51
527,nieves,75,PH,1586663144,55,15.33,120.95,89.6,2.24
528,urshelskiy,0,RU,1586663144,91,55.68,40.22,28.17,7.14
529,almeirim,90,BR,1586663145,97,-1.52,-52.58,74.64,3.04
530,mucurapo,20,TT,1586663145,83,10.67,-61.53,79.0,5.82
531,bull savanna,54,LR,1586663145,87,6.2,-10.28,78.22,2.13
532,san ramon,63,ML,1586663087,32,13.3,-4.9,88.14,11.21
533,poso,4,ID,1586663146,42,-1.4,120.75,90.09,3.4
